City,Latitude,Longitude,Max. Temperature (C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date (unix-UTC),Date
Anloga,5.7947,5.7947,25.12,81.0,98,4.27,GH,1634963722,2021-10-23 04:35:22
Aklavik,68.2191,68.2191,-2.54,83.0,100,4.67,CA,1634963947,2021-10-23 04:39:07
Waddān,29.1614,29.1614,21.62,34.0,59,5.2,LY,1634963780,2021-10-23 04:36:20
Inuvik,68.3499,68.3499,-0.44,100.0,90,3.6,CA,1634963949,2021-10-23 04:39:09
Lagoa,39.05,39.05,19.66,72.0,62,6.39,PT,1634963951,2021-10-23 04:39:11
Leningradskiy,69.3833,69.3833,-16.02,87.0,59,4.04,RU,1634963953,2021-10-23 04:39:13
Itarema,-2.9248,-2.9248,25.77,85.0,86,3.81,BR,1634963954,2021-10-23 04:39:14
Fort Nelson,58.8053,58.8053,-0.23,93.0,75,1.54,CA,1634963957,2021-10-23 04:39:17
Santa Rosa,14.3122,14.3122,31.73,69.0,76,6.16,PH,1634963958,2021-10-23 04:39:18
Tabasalu,59.4303,59.4303,3.75,92.0,90,5.66,EE,1634963958,2021-10-23 04:39:18
Los Llanos de Aridane,28.6585,28.6585,18.86,83.0,75,0.89,ES,1634963960,2021-10-23 04:39:20
Udachny,66.4167,66.4167,-4.16,91.0,100,2.64,RU,1634963793,2021-10-23 04:36:33
Salinas,36.6777,36.6777,14.48,84.0,75,2.06,US,1634963962,2021-10-23 04:39:22
Apricena,41.7839,41.7839,14.9,81.0,76,0.32,IT,1634963764,2021-10-23 04:36:04
Norfolk,42.1668,42.1668,13.91,72.0,90,0.45,US,1634963964,2021-10-23 04:39:24
Snåase,64.2457,64.2457,-0.06,96.0,97,0.82,NO,1634963965,2021-10-23 04:39:25
Mount Gambier,-37.8333,-37.8333,14.95,63.0,75,5.66,AU,1634963670,2021-10-23 04:34:30
Clyde,41.3042,41.3042,8.63,79.0,99,0.98,US,1634963966,2021-10-23 04:39:26
Passo de Camaragibe,-9.2368,-9.2368,25.75,95.0,12,1.46,BR,1634963967,2021-10-23 04:39:27
Smithers,54.7804,54.7804,7.18,65.0,90,3.09,CA,1634963969,2021-10-23 04:39:29
Ringkøbing,56.0901,56.0901,8.34,60.0,53,11.0,DK,1634963971,2021-10-23 04:39:31
Alagoinhas,-12.1356,-12.1356,21.41,99.0,58,0.32,BR,1634963972,2021-10-23 04:39:32
Kashgar,39.4547,39.4547,11.56,6.0,0,7.0,CN,1634963973,2021-10-23 04:39:33
Plainview,40.7765,40.7765,15.86,72.0,75,0.45,US,1634963974,2021-10-23 04:39:34
Kamenka,51.3223,51.3223,10.47,64.0,100,3.42,RU,1634963975,2021-10-23 04:39:35
Sabang,5.8933,5.8933,27.95,71.0,99,2.14,ID,1634963977,2021-10-23 04:39:37
Nyandoma,61.669,61.669,2.21,97.0,100,3.16,RU,1634963791,2021-10-23 04:36:31
Saint-Leu,-21.15,-21.15,28.31,74.0,5,0.85,RE,1634963977,2021-10-23 04:39:37
Puerto Carreño,6.189,6.189,25.06,84.0,47,2.32,CO,1634963979,2021-10-23 04:39:39
Mackay,-21.15,-21.15,30.02,62.0,9,7.72,AU,1634963981,2021-10-23 04:39:41
Ligayan,4.6533,4.6533,25.5,89.0,100,3.71,PH,1634963981,2021-10-23 04:39:41
Palu,-0.8917,-0.8917,31.43,64.0,95,1.88,ID,1634963982,2021-10-23 04:39:42
Galesong,-5.3166,-5.3166,31.01,64.0,23,4.45,ID,1634963982,2021-10-23 04:39:42
Nabire,-3.3667,-3.3667,29.77,62.0,86,1.97,ID,1634963730,2021-10-23 04:35:30
Iqaluit,63.7506,63.7506,-3.15,86.0,90,3.58,CA,1634963700,2021-10-23 04:35:00
Longyearbyen,78.2186,78.2186,-5.09,68.0,40,1.03,SJ,1634963795,2021-10-23 04:36:35
Yangi Marg`ilon,40.4272,40.4272,9.4,49.0,14,0.0,UZ,1634963983,2021-10-23 04:39:43
Andijan,40.7821,40.7821,9.64,61.0,3,1.03,UZ,1634963983,2021-10-23 04:39:43
Birjand,32.8663,32.8663,5.26,11.0,0,4.12,IR,1634963984,2021-10-23 04:39:44
Licheng,23.2955,23.2955,17.96,65.0,98,3.08,CN,1634963965,2021-10-23 04:39:25
Pacific Grove,36.6177,36.6177,14.25,90.0,75,0.45,US,1634963986,2021-10-23 04:39:46
Curaçá,-8.9903,-8.9903,26.22,67.0,99,5.24,BR,1634963987,2021-10-23 04:39:47
Varna,43.2167,43.2167,13.02,93.0,97,0.0,BG,1634963988,2021-10-23 04:39:48
Necochea,-38.5473,-38.5473,10.02,94.0,96,2.82,AR,1634963989,2021-10-23 04:39:49
Tymovskoye,50.8456,50.8456,5.46,72.0,87,2.64,RU,1634963991,2021-10-23 04:39:51
Itigi,-5.7,-5.7,22.5,49.0,88,3.87,TZ,1634963797,2021-10-23 04:36:37
Fairmount,43.0473,43.0473,4.38,95.0,40,1.54,US,1634963992,2021-10-23 04:39:52
Jacareacanga,-6.2222,-6.2222,22.87,98.0,93,1.06,BR,1634963993,2021-10-23 04:39:53
Atambua,-9.1061,-9.1061,30.56,57.0,26,3.04,ID,1634963994,2021-10-23 04:39:54
Cam Ranh,11.9214,11.9214,31.98,62.0,20,5.14,VN,1634963796,2021-10-23 04:36:36
Isahaya,32.8411,32.8411,20.63,40.0,75,7.2,JP,1634963918,2021-10-23 04:38:38
Ulladulla,-35.35,-35.35,29.87,47.0,41,2.32,AU,1634963995,2021-10-23 04:39:55
Fortuna,40.5982,40.5982,13.53,73.0,90,3.13,US,1634963996,2021-10-23 04:39:56
Poum,-20.2333,-20.2333,24.31,78.0,4,8.13,NC,1634963997,2021-10-23 04:39:57
Faanui,-16.4833,-16.4833,25.41,79.0,80,6.43,PF,1634963998,2021-10-23 04:39:58
Tefé,-3.3542,-3.3542,23.09,86.0,10,0.92,BR,1634964000,2021-10-23 04:40:00
Ambovombe,-25.1667,-25.1667,21.05,74.0,100,2.81,MG,1634963780,2021-10-23 04:36:20
Savannah Bight,16.45,16.45,27.22,77.0,99,6.37,HN,1634964002,2021-10-23 04:40:02
Abnūb,27.2696,27.2696,17.12,74.0,2,4.72,EG,1634964003,2021-10-23 04:40:03
Xai-Xai,-25.0519,-25.0519,23.52,60.0,7,5.52,MZ,1634964004,2021-10-23 04:40:04
Merrill,45.1805,45.1805,3.23,92.0,90,0.0,US,1634964006,2021-10-23 04:40:06
Narsaq,60.9167,60.9167,3.12,99.0,100,0.71,GL,1634964007,2021-10-23 04:40:07
Vila Velha,-20.3297,-20.3297,19.97,94.0,40,2.06,BR,1634964008,2021-10-23 04:40:08
Jambi City,-1.6,-1.6,32.41,59.0,28,0.68,ID,1634964010,2021-10-23 04:40:10
Saskylakh,71.9167,71.9167,-23.22,100.0,95,1.29,RU,1634964010,2021-10-23 04:40:10
Sørkjosen,69.8,69.8,-3.09,76.0,100,2.98,NO,1634964012,2021-10-23 04:40:12
Batticaloa,7.7102,7.7102,29.18,69.0,11,1.98,LK,1634964013,2021-10-23 04:40:13
Samarai,-10.6167,-10.6167,27.22,79.0,100,6.61,PG,1634964014,2021-10-23 04:40:14
Nhulunbuy,-12.2333,-12.2333,32.34,58.0,52,4.63,AU,1634964014,2021-10-23 04:40:14
Khojaly District,39.913,39.913,13.95,48.0,0,0.38,AZ,1634964015,2021-10-23 04:40:15
Galle,6.0367,6.0367,29.06,65.0,58,3.73,LK,1634964016,2021-10-23 04:40:16
Tabriz,38.08,38.08,8.7,49.0,40,1.03,IR,1634964017,2021-10-23 04:40:17
Shingū,33.7333,33.7333,20.55,37.0,0,0.73,JP,1634964018,2021-10-23 04:40:18
Emerald,-23.5333,-23.5333,38.08,20.0,40,6.17,AU,1634963910,2021-10-23 04:38:30
Sampit,-2.5333,-2.5333,32.66,56.0,91,1.01,ID,1634964019,2021-10-23 04:40:19
Tezu,27.9167,27.9167,28.26,55.0,0,1.65,IN,1634964019,2021-10-23 04:40:19
Korla,41.7597,41.7597,16.25,21.0,100,5.24,CN,1634964019,2021-10-23 04:40:19
Marawi,7.9986,7.9986,24.8,83.0,100,2.18,PH,1634964020,2021-10-23 04:40:20
Sosnovo-Ozerskoye,52.5249,52.5249,5.43,41.0,1,3.52,RU,1634964021,2021-10-23 04:40:21
Amahai,-3.3333,-3.3333,29.67,67.0,44,2.18,ID,1634964022,2021-10-23 04:40:22
Somerset East,-32.7217,-32.7217,17.68,36.0,81,6.2,ZA,1634964023,2021-10-23 04:40:23
Leh,34.1667,34.1667,4.45,48.0,99,3.03,IN,1634964024,2021-10-23 04:40:24
Lokosovo,61.1333,61.1333,2.27,97.0,100,6.28,RU,1634964025,2021-10-23 04:40:25
Tres Palos,18.1833,18.1833,21.98,99.0,100,0.73,MX,1634964026,2021-10-23 04:40:26
Mīrābād,30.4362,30.4362,16.61,16.0,0,12.1,AF,1634964027,2021-10-23 04:40:27
Ponta do Sol,32.6667,32.6667,20.35,66.0,28,3.56,PT,1634964029,2021-10-23 04:40:29
Matagami,49.7502,49.7502,0.06,86.0,90,1.54,CA,1634964030,2021-10-23 04:40:30
Saint-Augustin,51.226,51.226,6.04,70.0,100,7.46,CA,1634964031,2021-10-23 04:40:31
San Pedro de Macorís,18.4616,18.4616,24.07,84.0,23,3.1,DO,1634964032,2021-10-23 04:40:32
Muros,42.7762,42.7762,14.35,94.0,15,1.91,ES,1634963767,2021-10-23 04:36:07
Saint Anthony,45.0205,45.0205,4.58,73.0,20,1.54,US,1634964034,2021-10-23 04:40:34
Port Hardy,50.6996,50.6996,10.0,81.0,90,3.09,CA,1634964035,2021-10-23 04:40:35
Port-Gentil,-0.7193,-0.7193,25.64,83.0,100,5.7,GA,1634964036,2021-10-23 04:40:36
Antofagasta,-23.65,-23.65,14.6,82.0,39,2.18,CL,1634964038,2021-10-23 04:40:38
Port Hueneme,34.1478,34.1478,18.77,92.0,90,2.57,US,1634964040,2021-10-23 04:40:40
Rovaniemi,66.5,66.5,-6.33,93.0,40,4.63,FI,1634964041,2021-10-23 04:40:41
Umm Hājar,13.2954,13.2954,27.2,27.0,45,3.49,TD,1634964042,2021-10-23 04:40:42
Bariloche,-41.1456,-41.1456,5.86,61.0,40,14.4,AR,1634964043,2021-10-23 04:40:43
Keuruu,62.2667,62.2667,0.1,90.0,100,5.28,FI,1634964045,2021-10-23 04:40:45
Chistogorskiy,53.9835,53.9835,6.21,48.0,82,7.73,RU,1634964046,2021-10-23 04:40:46
Coburg,50.2667,50.2667,6.11,93.0,59,1.19,DE,1634964048,2021-10-23 04:40:48
Kaspiysk,42.8816,42.8816,7.1,100.0,0,3.0,RU,1634964049,2021-10-23 04:40:49
Murdochville,48.9583,48.9583,5.49,96.0,94,0.91,CA,1634964051,2021-10-23 04:40:51
Kargasok,59.0556,59.0556,2.25,96.0,100,7.4,RU,1634964052,2021-10-23 04:40:52
Alofi,-19.0595,-19.0595,23.94,60.0,90,6.69,NU,1634963785,2021-10-23 04:36:25
Khorixas,-20.3667,-20.3667,12.84,36.0,0,1.29,NA,1634964053,2021-10-23 04:40:53
São Miguel do Araguaia,-13.275,-13.275,23.81,78.0,96,1.9,BR,1634964055,2021-10-23 04:40:55
Brae,60.3964,60.3964,7.95,71.0,98,5.22,GB,1634964057,2021-10-23 04:40:57
Tuy Hoa,13.0833,13.0833,25.84,89.0,100,3.65,VN,1634963923,2021-10-23 04:38:43
Huancavelica,-12.7667,-12.7667,3.91,96.0,35,1.19,PE,1634964059,2021-10-23 04:40:59
Issa,53.8705,53.8705,6.61,78.0,3,6.02,RU,1634964061,2021-10-23 04:41:01
Hauge i Dalane,58.3436,58.3436,7.05,64.0,97,7.64,NO,1634964063,2021-10-23 04:41:03
Nyagan,62.1406,62.1406,5.52,88.0,100,5.02,RU,1634964064,2021-10-23 04:41:04
Bonavista,48.6499,48.6499,11.18,88.0,100,3.65,CA,1634964066,2021-10-23 04:41:06
Pemba,-12.974,-12.974,22.39,94.0,20,2.57,MZ,1634964068,2021-10-23 04:41:08
Deputatsky,69.3,69.3,-17.6,97.0,97,0.14,RU,1634964070,2021-10-23 04:41:10
Klamath Falls,42.2249,42.2249,7.15,85.0,90,0.45,US,1634964010,2021-10-23 04:40:10
Coquimbo,-29.9533,-29.9533,11.85,87.0,20,1.03,CL,1634964073,2021-10-23 04:41:13
Jacqueville,5.2052,5.2052,25.95,86.0,91,2.52,CI,1634964074,2021-10-23 04:41:14
Prado,-17.3411,-17.3411,22.36,92.0,96,2.88,BR,1634964076,2021-10-23 04:41:16
Zonguldak,41.25,41.25,4.47,55.0,0,2.07,TR,1634964077,2021-10-23 04:41:17
Tamarin,-20.3256,-20.3256,25.29,72.0,35,5.78,MU,1634964028,2021-10-23 04:40:28
Bereket,39.2446,39.2446,12.36,25.0,0,8.06,TM,1634964079,2021-10-23 04:41:19
Ewo,-0.8725,-0.8725,21.61,96.0,95,1.24,CG,1634964081,2021-10-23 04:41:21
Bathsheba,13.2167,13.2167,28.34,69.0,20,11.32,BB,1634964082,2021-10-23 04:41:22
Eyl,7.9803,7.9803,26.65,68.0,22,2.41,SO,1634963793,2021-10-23 04:36:33
Athabasca,54.7169,54.7169,6.9,50.0,100,6.02,CA,1634964084,2021-10-23 04:41:24
Tanout,14.9709,14.9709,27.15,51.0,21,1.15,NE,1634964085,2021-10-23 04:41:25
Sistranda,63.7256,63.7256,6.61,64.0,100,10.33,NO,1634964086,2021-10-23 04:41:26
Desaguadero,-16.5656,-16.5656,9.81,63.0,60,2.07,PE,1634964088,2021-10-23 04:41:28
Acajutla,13.5928,13.5928,25.94,86.0,94,3.22,SV,1634964090,2021-10-23 04:41:30
Yulara,-25.2406,-25.2406,28.91,20.0,0,7.72,AU,1634964091,2021-10-23 04:41:31
Pisco,-13.7,-13.7,16.03,82.0,0,2.57,PE,1634964091,2021-10-23 04:41:31
Lianhe,47.1333,47.1333,11.93,36.0,10,5.2,CN,1634964093,2021-10-23 04:41:33
Pinyug,60.251,60.251,4.42,75.0,94,5.96,RU,1634964093,2021-10-23 04:41:33
La Santisima Trinidad,-14.8333,-14.8333,29.49,57.0,18,3.92,BO,1634964095,2021-10-23 04:41:35
Turka,49.1541,49.1541,4.89,82.0,41,3.11,UA,1634964096,2021-10-23 04:41:36
Constitución,-35.3333,-35.3333,10.24,69.0,2,4.74,CL,1634964097,2021-10-23 04:41:37
Meulaboh,4.1363,4.1363,29.3,68.0,84,1.56,ID,1634964099,2021-10-23 04:41:39
Rio Grande,-32.035,-32.035,12.75,87.0,30,3.83,BR,1634964100,2021-10-23 04:41:40
Buin,-33.7333,-33.7333,14.85,67.0,5,0.85,CL,1634964101,2021-10-23 04:41:41
Hithadhoo,-0.6,-0.6,28.07,72.0,100,5.45,MV,1634964103,2021-10-23 04:41:43
Esim,4.8699,4.8699,25.43,83.0,100,2.26,GH,1634964103,2021-10-23 04:41:43
Les Escoumins,48.1111,48.1111,4.64,87.0,95,3.16,CA,1634964105,2021-10-23 04:41:45
Alexandria,31.2156,31.2156,18.98,72.0,40,3.09,EG,1634964106,2021-10-23 04:41:46
Newton,42.337,42.337,13.64,68.0,90,0.45,US,1634964107,2021-10-23 04:41:47
Bikin,46.8161,46.8161,12.26,43.0,12,4.09,RU,1634964108,2021-10-23 04:41:48
Monchegorsk,67.9397,67.9397,-3.87,91.0,92,2.54,RU,1634964109,2021-10-23 04:41:49
Sorong,-0.8833,-0.8833,28.18,72.0,78,3.7,ID,1634964111,2021-10-23 04:41:51
Beira,-19.8436,-19.8436,20.05,88.0,20,3.09,MZ,1634964111,2021-10-23 04:41:51
Sur,22.5667,22.5667,29.13,62.0,0,2.74,OM,1634964113,2021-10-23 04:41:53
Hamilton,39.1834,39.1834,11.73,95.0,90,0.89,US,1634964013,2021-10-23 04:40:13
Kokopo,-4.352,-4.352,29.82,61.0,90,5.44,PG,1634964114,2021-10-23 04:41:54
College,64.8569,64.8569,1.1,86.0,75,1.54,US,1634964116,2021-10-23 04:41:56
Along,28.1667,28.1667,28.04,47.0,15,0.57,IN,1634964117,2021-10-23 04:41:57
Quatre Cocos,-20.2078,-20.2078,25.05,74.0,41,6.41,MU,1634964118,2021-10-23 04:41:58
Tiassalé,5.8983,5.8983,22.56,99.0,87,0.81,CI,1634964119,2021-10-23 04:41:59
Río Gallegos,-51.6226,-51.6226,4.03,70.0,40,14.4,AR,1634964121,2021-10-23 04:42:01
Nouadhibou,20.931,20.931,20.99,78.0,35,7.72,MR,1634964123,2021-10-23 04:42:03
Vao,-22.6667,-22.6667,23.23,77.0,1,2.86,NC,1634964124,2021-10-23 04:42:04
Cayenne,4.9333,4.9333,25.61,89.0,75,1.34,GF,1634964125,2021-10-23 04:42:05
Camacha,33.0833,33.0833,18.42,77.0,40,2.57,PT,1634964126,2021-10-23 04:42:06
Conde,-7.2597,-7.2597,25.7,83.0,40,1.54,BR,1634964128,2021-10-23 04:42:08
Katherine,-14.4667,-14.4667,37.18,30.0,40,2.57,AU,1634964129,2021-10-23 04:42:09
Shelburne,44.0787,44.0787,3.81,93.0,100,0.72,CA,1634964130,2021-10-23 04:42:10
Kasongo,-4.45,-4.45,20.7,92.0,99,0.99,CD,1634964131,2021-10-23 04:42:11
Neuquén,-38.9516,-38.9516,13.94,44.0,0,4.12,AR,1634964132,2021-10-23 04:42:12
Pacifica,37.6138,37.6138,14.77,91.0,75,0.89,US,1634964134,2021-10-23 04:42:14
Naliya,23.2667,23.2667,27.87,63.0,100,7.39,IN,1634964135,2021-10-23 04:42:15
Lima,-12.0432,-12.0432,16.06,83.0,75,5.66,PE,1634964135,2021-10-23 04:42:15
Iwata,34.7,34.7,21.68,37.0,0,6.26,JP,1634964017,2021-10-23 04:40:17
Syracuse,37.0881,37.0881,21.03,81.0,24,1.01,IT,1634964137,2021-10-23 04:42:17
Yeppoon,-23.1333,-23.1333,34.88,49.0,2,5.0,AU,1634964138,2021-10-23 04:42:18
Touros,-5.1989,-5.1989,27.5,81.0,28,3.58,BR,1634964139,2021-10-23 04:42:19
Middle Island,40.8843,40.8843,16.02,76.0,40,0.45,US,1634964141,2021-10-23 04:42:21
Lompoc,34.6391,34.6391,16.55,90.0,90,3.6,US,1634964142,2021-10-23 04:42:22
Kaya,13.0917,13.0917,26.62,59.0,67,2.68,BF,1634964143,2021-10-23 04:42:23
Zhangjiakou,40.81,40.81,10.37,28.0,0,1.2,CN,1634964144,2021-10-23 04:42:24
Wadi Maliz,36.4681,36.4681,18.25,65.0,96,1.48,TN,1634964145,2021-10-23 04:42:25
Dingle,10.9995,10.9995,28.53,80.0,67,4.51,PH,1634964146,2021-10-23 04:42:26
Soria,41.6667,41.6667,-0.05,84.0,0,0.34,ES,1634964146,2021-10-23 04:42:26
Chapais,49.7834,49.7834,-1.12,78.0,100,1.33,CA,1634964148,2021-10-23 04:42:28
Granger,41.7481,41.7481,9.66,92.0,90,2.06,US,1634964149,2021-10-23 04:42:29
Reinosa,42.9996,42.9996,6.23,90.0,18,1.53,ES,1634964150,2021-10-23 04:42:30
Garden City,42.3256,42.3256,7.38,86.0,75,1.54,US,1634964151,2021-10-23 04:42:31
Naze,28.3667,28.3667,22.51,57.0,86,6.48,JP,1634964152,2021-10-23 04:42:32
Monterey,36.2505,36.2505,11.87,1.0,100,3.1,US,1634964152,2021-10-23 04:42:32
Raudeberg,61.9875,61.9875,5.66,80.0,93,2.93,NO,1634964153,2021-10-23 04:42:33
Chirongui,-12.9319,-12.9319,26.96,76.0,19,3.59,YT,1634964155,2021-10-23 04:42:35
Ambon City,-3.6954,-3.6954,32.08,62.0,40,3.6,ID,1634964156,2021-10-23 04:42:36
Oromocto,45.8351,45.8351,13.3,100.0,90,2.06,CA,1634964157,2021-10-23 04:42:37
Varnavino,57.4035,57.4035,5.26,71.0,68,4.79,RU,1634964158,2021-10-23 04:42:38
Florianópolis,-27.6146,-27.6146,19.1,81.0,75,0.89,BR,1634964160,2021-10-23 04:42:40
Gigmoto,13.7796,13.7796,25.19,94.0,100,3.33,PH,1634964161,2021-10-23 04:42:41
Tuyen Quang,21.8233,21.8233,23.8,54.0,96,0.58,VN,1634964162,2021-10-23 04:42:42
Balaipungut,1.05,1.05,31.23,66.0,34,1.02,ID,1634964162,2021-10-23 04:42:42
Inhambane,-23.865,-23.865,24.52,61.0,0,6.88,MZ,1634964162,2021-10-23 04:42:42
Roald,62.5833,62.5833,6.29,70.0,40,2.57,NO,1634964164,2021-10-23 04:42:44
Xianyang,34.3378,34.3378,13.58,67.0,100,5.0,CN,1634964017,2021-10-23 04:40:17
Krasnosel'kup,65.7,65.7,-1.36,91.0,99,7.55,RU,1634964165,2021-10-23 04:42:45
Sīra,13.7453,13.7453,27.43,66.0,86,1.96,IN,1634964167,2021-10-23 04:42:47
Nkhata Bay,-11.6066,-11.6066,26.53,55.0,7,0.97,MW,1634964167,2021-10-23 04:42:47
Departamento de Maldonado,-34.6667,-34.6667,14.66,98.0,100,2.26,UY,1634964169,2021-10-23 04:42:49
Jieshi,22.8134,22.8134,21.64,65.0,62,4.35,CN,1634964171,2021-10-23 04:42:51
Skibbereen,51.55,51.55,11.89,79.0,100,8.24,IE,1634964171,2021-10-23 04:42:51
Haldia,22.0605,22.0605,28.26,58.0,8,1.48,IN,1634964172,2021-10-23 04:42:52
